test_id,workspace,persona,preconditions,route,control_id,action,expected,evidence_required,side_effect_class,cleanup,automation_layer,status,defect_ref,approval_ref
CTRL.CENSUS.0089,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/account-settings.tsx:135:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0090,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/account-settings.tsx:135:button:3,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0091,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/account-settings.tsx:135:onClick:4,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0092,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/account-settings.tsx:142:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0093,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/account-settings.tsx:142:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0094,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/account-settings.tsx:145:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0095,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/account-settings.tsx:145:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0096,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:450:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0097,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:450:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0098,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:458:select:1,Exercise select and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0099,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:458:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0100,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:459:select:1,Exercise select and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0101,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:459:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0102,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:460:select:1,Exercise select and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0103,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:460:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0104,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:462:textarea:1,Exercise textarea and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0105,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:462:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0106,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:463:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0107,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:463:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0108,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:464:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0109,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:464:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0110,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:464:button:3,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0111,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:464:onClick:4,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0112,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:473:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0113,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:473:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0114,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:475:textarea:1,Exercise textarea and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0115,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:475:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0116,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:477:textarea:1,Exercise textarea and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
